almacen,estante,columna,nivel,categoria_ubicacion
COL,HHH,084,100,TTP
COL,HHH,084,200,BSO
COL,HHH,084,300,TTP
COL,HHH,084,400,
COL,HHH,084,500,
COL,HHH,084,600,TTP
COL,HHH,085,100,TTP
COL,HHH,085,200,BSO
COL,HHH,085,300,TTP
COL,HHH,085,400,TTP
COL,HHH,085,500,TTP
COL,HHH,085,600,TTP
COL,HHH,086,100,TTP
COL,HHH,086,200,TTP
COL,HHH,086,300,TTP
COL,HHH,086,400,TB
COL,HHH,086,500,TTP
COL,HHH,086,600,TTP
COL,III,001,100,TTP
COL,III,001,200,001
COL,III,001,300,TB
COL,III,001,400,TB
COL,III,001,500,TB
COL,III,002,100,TTP
COL,III,002,200,TB
COL,III,002,300,TB
COL,III,002,400,TTP
COL,III,002,500,DEO
COL,III,003,100,TB
COL,III,003,200,TTP
COL,III,003,300,TTP
COL,III,003,400,TB
COL,III,003,500,TB
COL,III,004,100,MWA
COL,III,004,200,INT
COL,III,004,300,TTP
COL,III,004,400,TB
COL,III,004,500,TB
COL,III,005,100,TTP
COL,III,005,200,TTP
COL,III,005,300,TTP
COL,III,005,400,TTP
COL,III,005,500,TB
COL,III,006,100,TTP
COL,III,006,200,TTP
COL,III,006,300,MWA
COL,III,006,400,TTP
COL,III,006,500,TB
COL,III,007,100,BSO
COL,III,007,200,MWA
COL,III,007,300,TB
COL,III,007,400,TB
COL,III,007,500,TB
COL,III,008,100,MWA
COL,III,008,200,TB
COL,III,008,300,TB
COL,III,008,400,DEO
COL,III,008,500,TTP
COL,III,010,100,TB
COL,III,010,200,TTP
COL,III,010,300,TTP
COL,III,010,400,TTP
COL,III,010,500,TB
COL,III,012,100,TTP
COL,III,012,200,DEO
COL,III,012,300,TTP
COL,III,012,400,TB
COL,III,012,500,
COL,III,013,100,TTP
COL,III,013,200,MWA
COL,III,013,300,DEO
COL,III,013,400,DEO
COL,III,013,500,TB
COL,III,014,100,DEO
COL,III,014,200,
COL,III,014,300,TB
COL,III,014,400,TTP
COL,III,014,500,MWA
COL,III,015,100,TB
COL,III,015,200,TTP
COL,III,015,300,
COL,III,015,400,TTP
COL,III,015,500,TB
COL,III,016,100,TB
COL,III,016,200,TTP
COL,III,016,300,MWA
COL,III,016,400,TTP
COL,III,016,500,MWA
COL,III,017,100,TB
COL,III,017,200,TB
COL,III,017,300,
COL,III,017,400,TB
COL,III,017,500,TB
COL,III,018,100,MWA
COL,III,018,200,TTP
COL,III,018,300,DEO
COL,III,018,400,MWA
COL,III,018,500,
COL,III,019,100,TTP
COL,III,019,200,TTP
COL,III,019,300,TB
COL,III,019,400,TB
COL,III,019,500,TB
COL,III,020,100,TB
COL,III,020,200,TTP
COL,III,020,300,TTP
COL,III,020,400,TB
COL,III,020,500,TB
COL,III,021,100,DEO
COL,III,021,200,DEO
COL,III,021,300,MWA
COL,III,021,400,BSO
COL,III,021,500,INT
COL,III,021,600,INT
COL,III,022,100,TTP
COL,III,022,200,TTP
COL,III,022,300,TB
COL,III,022,400,TTP
COL,III,022,500,TTP
COL,III,022,600,TTP
COL,III,023,100,MWA
COL,III,023,200,TTP
COL,III,023,300,LHW
COL,III,023,400,TTP
COL,III,023,500,MWA
COL,III,023,600,TTP
COL,III,024,100,TTP
COL,III,024,200,TTP
COL,III,024,300,TTP
COL,III,024,400,
COL,III,024,500,TTP
COL,III,024,600,
COL,III,025,100,DEO
COL,III,025,200,TB
COL,III,025,300,TTP
COL,III,025,400,MWA
COL,III,025,500,TB
COL,III,025,600,TTP
COL,III,026,100,MWA
COL,III,026,200,TTP
COL,III,026,300,MWA
COL,III,026,400,BSO
COL,III,026,500,BSO
COL,III,026,600,TB
COL,III,027,100,TTP
COL,III,027,200,TB
COL,III,027,300,TTP
COL,III,027,400,TTP
COL,III,027,500,TTP
COL,III,027,600,TTP
COL,III,028,100,TTP
COL,III,028,200,TTP
COL,III,028,300,TTP
COL,III,028,400,TTP
COL,III,028,500,TTP
COL,III,028,600,TTP
COL,III,029,100,MWA
COL,III,029,200,TTP
COL,III,029,300,TB
COL,III,029,400,TTP
COL,III,029,500,TB
COL,III,029,600,TTP
COL,III,030,100,TTP
COL,III,030,200,TTP
COL,III,030,300,DEO
COL,III,030,400,TTP
COL,III,030,500,TTP
COL,III,030,600,TTP
COL,III,031,100,DEO
COL,III,031,200,TTP
COL,III,031,300,TTP
COL,III,031,400,TTP
COL,III,031,500,TTP
COL,III,031,600,TB
COL,III,032,100,DEO
COL,III,032,200,TTP
COL,III,032,300,TTP
COL,III,032,400,TTP
COL,III,032,500,TTP
COL,III,032,600,TTP
COL,III,033,100,TB
COL,III,033,200,TTP
COL,III,033,300,TTP
COL,III,033,400,BSO
COL,III,033,500,BSO
COL,III,033,600,TTP
COL,III,034,100,TB
COL,III,034,200,DEO
COL,III,034,300,DEO
COL,III,034,400,DEO
COL,III,034,500,TTP
COL,III,034,600,TTP
COL,III,035,100,001
COL,III,035,200,TTP
COL,III,035,300,INT
COL,III,035,400,TTP
COL,III,035,500,TTP
COL,III,035,600,TTP
COL,III,036,100,MWA
COL,III,036,200,TTP
COL,III,036,300,TTP
COL,III,036,400,BSO
COL,III,036,500,TTP
COL,III,036,600,TTP
COL,III,038,400,TTP
COL,III,038,500,TB
COL,III,038,600,TTP
COL,III,040,400,BWA
COL,III,040,500,TTP
COL,III,040,600,TTP
COL,III,042,400,TTP
COL,III,042,500,TB
COL,III,042,600,TTP
COL,III,043,100,BSO
COL,III,043,200,TB
COL,III,043,300,TB
COL,III,043,400,TTP
COL,III,043,500,
COL,III,043,600,TTP
COL,III,044,100,MWA
COL,III,044,200,TTP
COL,III,044,300,TTP
COL,III,044,400,TTP
COL,III,044,500,TB
COL,III,044,600,TTP
COL,III,045,100,TTP
COL,III,045,200,MWA
COL,III,045,300,TTP
COL,III,045,400,INT
COL,III,045,500,TTP
COL,III,045,600,TTP
COL,III,046,100,TTP
COL,III,046,200,TTP
COL,III,046,300,MWA
COL,III,046,400,TTP
COL,III,046,500,TTP
COL,III,046,600,TTP
COL,III,047,100,TTP
COL,III,047,200,TTP
COL,III,047,300,INT
COL,III,047,400,TTP
COL,III,047,500,BSO
COL,III,047,600,TTP
COL,III,048,100,TTP
COL,III,048,200,TTP
COL,III,048,300,TTP
COL,III,048,400,DEO
COL,III,048,500,MWA
COL,III,048,600,TTP
COL,III,049,100,TTP
COL,III,049,200,TTP
COL,III,049,300,MWA
COL,III,049,400,BSO
COL,III,049,500,TTP
COL,III,049,600,TTP
COL,III,050,200,TB
COL,III,050,300,MWA
COL,III,050,400,
COL,III,050,500,TTP
COL,III,050,600,TTP
COL,III,051,100,MWA
COL,III,051,200,MWA
COL,III,051,300,TTP
COL,III,051,400,MWA
COL,III,051,500,
COL,III,051,600,BSO
COL,III,052,100,DEO
COL,III,052,200,TTP
COL,III,052,300,TTP
COL,III,052,400,001
COL,III,052,500,MWA
COL,III,052,600,BSO
COL,III,053,100,TB
COL,III,053,200,TTP
COL,III,053,300,TTP
COL,III,053,400,INT
COL,III,053,500,BSO
COL,III,053,600,TTP
COL,III,054,100,TTP
COL,III,054,200,TTP
COL,III,054,300,TTP
COL,III,054,400,TTP
COL,III,054,500,TTP
COL,III,054,600,TTP
COL,III,055,100,DEO
COL,III,055,200,MWA
COL,III,055,300,MWA
COL,III,055,400,INT
COL,III,055,500,DEO
COL,III,055,600,TTP
COL,III,056,100,TTP
COL,III,056,200,TTP
COL,III,056,300,MWA
COL,III,056,400,TB
COL,III,056,500,BSO
COL,III,056,600,001
COL,III,057,100,BWA
COL,III,057,200,001
COL,III,057,300,DEO
COL,III,057,400,TTP
COL,III,057,500,DEO
COL,III,057,600,TTP
COL,III,058,100,TB
COL,III,058,200,TTP
COL,III,058,300,TB
COL,III,058,400,TTP
COL,III,058,500,TTP
COL,III,058,600,TTP
COL,III,059,100,001
COL,III,059,200,TTP
COL,III,059,300,TTP
COL,III,059,400,TTP
COL,III,059,500,TTP
COL,III,059,600,TTP
COL,III,060,100,DEO
COL,III,060,200,BSO
COL,III,060,300,TTP
COL,III,060,400,TTP
COL,III,060,500,001
COL,III,060,600,MWA
COL,III,061,100,MWA
COL,III,061,200,DEO
COL,III,061,300,TTP
COL,III,061,400,BSO
COL,III,061,500,TTP
COL,III,061,600,BSO
COL,III,062,100,TTP
COL,III,062,200,TTP
COL,III,062,300,TTP
COL,III,062,400,DEO
COL,III,062,500,TTP
COL,III,062,600,
COL,III,064,100,TB
COL,III,064,200,001
COL,III,064,300,TB
COL,III,064,400,TTP
COL,III,064,500,DEO
COL,III,064,600,MWA
COL,III,066,100,BSO
COL,III,066,200,MWA
COL,III,066,300,TTP
COL,III,066,400,
COL,III,066,500,TTP
COL,III,066,600,DEO
COL,III,067,100,TTP
COL,III,067,200,TB
COL,III,067,300,BSO
COL,III,067,400,MWA
COL,III,067,500,DEO
COL,III,067,600,TTP
COL,III,068,100,TTP
COL,III,068,200,TTP
COL,III,068,300,TTP
COL,III,068,400,MWA
COL,III,068,500,TTP
COL,III,068,600,MWA
COL,III,069,100,BSO
COL,III,069,200,TTP
COL,III,069,300,DEO
COL,III,069,400,DEO
COL,III,069,500,DEO
COL,III,069,600,MWA
COL,III,070,100,TB
COL,III,070,200,TTP
COL,III,070,300,TB
COL,III,070,400,MWA
COL,III,070,500,DEO
COL,III,070,600,MWA
COL,III,071,100,001
COL,III,071,200,MWA
COL,III,071,300,MWA
COL,III,071,400,BWA
COL,III,071,500,TTP
COL,III,071,600,TTP
COL,III,072,100,TTP
COL,III,072,200,MWA
COL,III,072,300,TTP
COL,III,072,400,DEO
COL,III,072,500,DEO
COL,III,072,600,TTP
COL,III,073,100,TB
COL,III,073,200,TB
COL,III,073,300,TTP
COL,III,073,400,DEO
COL,III,073,500,001
COL,III,073,600,TTP
COL,III,074,100,BSO
COL,III,074,200,TTP
COL,III,074,300,DEO
COL,III,074,400,
COL,III,074,500,
COL,III,074,600,MWA
COL,III,075,100,MWA
COL,III,075,200,DEO
COL,III,075,300,TTP
COL,III,075,400,TTP
COL,III,075,500,DEO
COL,III,075,600,TTP
COL,III,076,100,TB
COL,III,076,200,MWA
COL,III,076,300,MWA
COL,III,076,400,TTP
COL,III,076,500,BWA
COL,III,076,600,001
COL,III,077,100,TTP
COL,III,077,200,TTP
COL,III,077,300,TTP
COL,III,077,400,DEO
COL,III,077,500,TB
COL,III,077,600,TB
COL,III,078,100,BWA
COL,III,078,200,TTP
COL,III,078,300,TTP
COL,III,078,400,BSO
COL,III,078,500,001
COL,III,078,600,TTP
COL,III,079,100,TTP
COL,III,079,200,BSO
COL,III,079,300,TTP
COL,III,079,400,TTP
COL,III,079,500,TTP
COL,III,079,600,BSO
COL,III,080,100,BWA
COL,III,080,200,DEO
COL,III,080,300,TTP
COL,III,080,400,TTP
COL,III,080,500,TTP
COL,III,080,600,TTP
COL,III,081,100,DEO
COL,III,081,200,BSO
COL,III,081,300,BSO
COL,III,081,400,TTP
COL,III,081,500,TTP
COL,III,081,600,BSO
COL,III,082,100,TTP
COL,III,082,200,TTP
COL,III,082,300,BSO
COL,III,082,400,TTP
COL,III,082,500,BSO
COL,III,082,600,MWA
COL,III,083,100,001
COL,III,083,200,TTP
COL,III,083,300,BSO
COL,III,083,400,BSO
COL,III,083,500,INT
COL,III,083,600,BSO
COL,III,084,100,BSO
COL,III,084,200,TTP
COL,III,084,300,BSO
COL,III,084,400,TTP
COL,III,084,500,TTP
COL,III,084,600,TTP
COL,III,085,100,BSO
COL,III,085,200,TTP
COL,III,085,300,BSO
COL,III,085,400,BSO
COL,III,085,500,BSO
COL,III,085,600,TB
COL,III,086,100,DEO
COL,III,086,200,MWA
COL,III,086,300,TTP
COL,III,086,400,TTP
COL,III,086,500,TTP
COL,III,086,600,TTP
COL,INV,AAA,100,TTP
COL,JJJ,001,100,TB
COL,JJJ,001,200,BSO
COL,JJJ,001,300,TTP
COL,JJJ,001,400,TB
COL,JJJ,001,500,TTP
COL,JJJ,001,600,TB
COL,JJJ,002,100,TTP
COL,JJJ,002,200,TTP
COL,JJJ,002,300,BSO
COL,JJJ,002,400,MWA
COL,JJJ,002,500,TB
COL,JJJ,002,600,001
COL,JJJ,003,100,DEO
COL,JJJ,003,200,TTP
COL,JJJ,003,300,TB
COL,JJJ,003,400,TB
COL,JJJ,003,500,TTP
COL,JJJ,003,600,TTP
COL,JJJ,004,100,TTP
COL,JJJ,004,200,001
COL,JJJ,004,300,TTP
COL,JJJ,004,400,DEO
COL,JJJ,004,500,
COL,JJJ,004,600,TTP
COL,JJJ,005,100,TTP
COL,JJJ,005,200,TTP
COL,JJJ,005,300,TTP
COL,JJJ,005,400,TTP
COL,JJJ,005,500,TTP
COL,JJJ,005,600,TTP
COL,JJJ,006,100,TTP
COL,JJJ,006,200,TTP
COL,JJJ,006,300,DEO
COL,JJJ,006,400,DEO
COL,JJJ,006,500,DEO
COL,JJJ,006,600,TTP
COL,JJJ,007,100,001
COL,JJJ,007,200,TTP
COL,JJJ,007,300,TTP
COL,JJJ,007,400,TTP
COL,JJJ,007,500,TTP
COL,JJJ,007,600,TTP
COL,JJJ,008,100,TTP
COL,JJJ,008,200,TTP
COL,JJJ,008,300,TTP
COL,JJJ,008,400,001
COL,JJJ,008,500,TB
COL,JJJ,008,600,TTP
COL,JJJ,009,100,TB
COL,JJJ,009,200,MWA
COL,JJJ,009,300,TTP
COL,JJJ,009,400,TTP
COL,JJJ,009,500,TTP
COL,JJJ,009,600,TTP
COL,JJJ,010,100,TB
COL,JJJ,010,200,BSO
COL,JJJ,010,300,TTP
COL,JJJ,010,400,TTP
COL,JJJ,010,500,TTP
COL,JJJ,010,600,TTP
COL,JJJ,011,100,TTP
COL,JJJ,011,200,TTP
COL,JJJ,011,300,TTP
COL,JJJ,011,400,TTP
COL,JJJ,011,500,
COL,JJJ,011,600,TTP
COL,JJJ,012,100,DEO
COL,JJJ,012,200,TTP
COL,JJJ,012,300,TTP
COL,JJJ,012,400,TTP
COL,JJJ,012,500,INT
COL,JJJ,012,600,TB
COL,JJJ,013,100,TTP
COL,JJJ,013,200,TTP
COL,JJJ,013,300,TB
COL,JJJ,013,400,BWA
COL,JJJ,013,500,TTP
COL,JJJ,013,600,TTP
COL,JJJ,014,100,TB
COL,JJJ,014,200,TTP
COL,JJJ,014,300,TTP
COL,JJJ,014,400,TTP
COL,JJJ,014,500,TTP
COL,JJJ,014,600,TB
COL,JJJ,015,100,TB
COL,JJJ,015,200,TTP
COL,JJJ,015,300,TTP
COL,JJJ,015,400,TTP
COL,JJJ,015,500,TTP
COL,JJJ,015,600,TTP
COL,JJJ,016,100,001
COL,JJJ,016,200,TTP
COL,JJJ,016,300,TTP
COL,JJJ,016,400,TB
COL,JJJ,016,500,001
COL,JJJ,016,600,TB
COL,JJJ,017,100,MWA
COL,JJJ,017,200,TTP
COL,JJJ,017,300,TTP
COL,JJJ,017,400,BSO
COL,JJJ,017,500,TB
COL,JJJ,018,100,TTP
COL,JJJ,018,200,TTP
COL,JJJ,018,300,TTP
COL,JJJ,018,400,TTP
COL,JJJ,018,500,TB
COL,JJJ,019,100,TB
COL,JJJ,019,200,TTP
COL,JJJ,019,300,INT
COL,JJJ,019,400,TTP
COL,JJJ,019,500,BWA
COL,JJJ,020,100,BSO
COL,JJJ,020,200,TTP
COL,JJJ,020,300,TTP
COL,JJJ,020,400,TB
COL,JJJ,020,500,TTP
COL,JJJ,021,100,001
COL,JJJ,021,200,BWA
COL,JJJ,021,300,TTP
COL,JJJ,021,400,TB
COL,JJJ,021,500,TTP
COL,JJJ,022,100,TB
COL,JJJ,022,200,DEO
COL,JJJ,022,300,TTP
COL,JJJ,022,400,TB
COL,JJJ,022,500,TTP
COL,JJJ,023,100,TB
COL,JJJ,023,200,TTP
COL,JJJ,023,300,001
COL,JJJ,023,400,001
COL,JJJ,023,500,TTP
COL,JJJ,024,100,DEO
COL,JJJ,024,200,TB
COL,JJJ,024,300,TB
COL,JJJ,024,400,TTP
COL,JJJ,024,500,DEO
COL,JJJ,025,100,TB
COL,JJJ,025,200,TTP
COL,JJJ,025,300,TTP
COL,JJJ,025,400,TB
COL,JJJ,025,500,
COL,JJJ,026,100,TTP
COL,JJJ,026,200,DEO
COL,JJJ,026,300,TTP
COL,JJJ,026,400,TTP
COL,JJJ,026,500,001
COL,JJJ,027,100,TB
COL,JJJ,027,200,TTP
COL,JJJ,027,300,TTP
COL,JJJ,027,400,TTP
COL,JJJ,027,500,001
COL,JJJ,028,100,TB
COL,JJJ,028,200,001
COL,JJJ,028,300,TTP
COL,JJJ,028,400,TTP
COL,JJJ,028,500,TTP
COL,JJJ,029,100,TB
COL,JJJ,029,200,TTP
COL,JJJ,029,300,001
COL,JJJ,029,400,INT
COL,JJJ,029,500,TB
COL,JJJ,030,200,TB
COL,JJJ,030,300,TTP
COL,JJJ,030,400,TB
COL,JJJ,030,500,TTP
COL,JJJ,031,100,DEO
COL,JJJ,031,200,INT
COL,JJJ,031,300,TTP
COL,JJJ,031,400,TB
COL,JJJ,031,500,TB
COL,JJJ,032,100,TB
COL,JJJ,032,200,TTP
COL,JJJ,032,300,TTP
COL,JJJ,032,400,TTP
COL,JJJ,032,500,TTP
COL,JJJ,033,100,DEO
COL,JJJ,033,200,DEO
COL,JJJ,033,300,TTP
COL,JJJ,033,400,TB
COL,JJJ,033,500,TB
COL,JJJ,034,100,DEO
COL,JJJ,034,200,TTP
COL,JJJ,034,300,TB
COL,JJJ,034,400,TB
COL,JJJ,034,500,001
COL,JJJ,035,100,TTP
COL,JJJ,035,200,TTP
COL,JJJ,035,300,TTP
COL,JJJ,035,400,TB
COL,JJJ,035,500,TTP
COL,JJJ,036,100,TB
COL,JJJ,036,200,TTP
COL,JJJ,036,300,TB
COL,JJJ,036,400,TB
COL,JJJ,036,500,TB
COL,JJJ,037,400,DEO
COL,JJJ,037,500,TTP
COL,JJJ,037,600,TTP
COL,JJJ,038,400,TTP
COL,JJJ,038,500,TB
COL,JJJ,038,600,DEO
COL,JJJ,039,400,MWA
COL,JJJ,039,500,TTP
COL,JJJ,039,600,TB
COL,JJJ,040,400,MWA
COL,JJJ,040,500,MWA
COL,JJJ,040,600,MWA
COL,JJJ,041,400,MWA
COL,JJJ,041,500,TTP
COL,JJJ,041,600,MWA
COL,JJJ,042,400,MWA
COL,JJJ,042,500,MWA
COL,JJJ,042,600,TTP
COL,JJJ,043,100,MWA
COL,JJJ,043,200,TTP
COL,JJJ,043,300,TTP
COL,JJJ,043,400,TTP
COL,JJJ,043,500,DEO
COL,JJJ,043,600,DEO
COL,JJJ,044,100,TTP
COL,JJJ,044,200,
COL,JJJ,044,300,TTP
COL,JJJ,044,400,DEO
COL,JJJ,044,500,INT
COL,JJJ,044,600,TTP
COL,JJJ,045,100,TTP
COL,JJJ,045,200,BSO
COL,JJJ,045,300,MWA
COL,JJJ,045,400,MWA
COL,JJJ,045,500,MWA
COL,JJJ,045,600,MWA
COL,JJJ,046,100,MWA
COL,JJJ,046,200,TTP
COL,JJJ,046,300,TTP
COL,JJJ,046,400,MWA
COL,JJJ,046,500,MWA
COL,JJJ,046,600,MWA
COL,JJJ,047,100,BSO
COL,JJJ,047,200,TTP
COL,JJJ,047,300,MWA
COL,JJJ,047,400,TTP
COL,JJJ,047,500,TTP
COL,JJJ,047,600,TTP
COL,JJJ,048,100,BWA
COL,JJJ,048,200,TTP
COL,JJJ,048,300,TTP
COL,JJJ,048,400,TB
COL,JJJ,048,500,MWA
COL,JJJ,048,600,MWA
COL,JJJ,049,100,TTP
COL,JJJ,049,200,TTP
COL,JJJ,049,300,TTP
COL,JJJ,049,400,MWA
COL,JJJ,049,500,MWA
COL,JJJ,049,600,MWA
COL,JJJ,050,100,TTP
COL,JJJ,050,200,TTP
COL,JJJ,050,300,TTP
COL,JJJ,050,400,TTP
COL,JJJ,050,500,MWA
COL,JJJ,050,600,MWA
COL,JJJ,051,100,TTP
COL,JJJ,051,200,TTP
COL,JJJ,051,300,MWA
COL,JJJ,051,400,MWA
COL,JJJ,051,500,TTP
COL,JJJ,051,600,TTP
COL,JJJ,052,100,TB
COL,JJJ,052,200,TTP
COL,JJJ,052,300,TTP
COL,JJJ,052,400,TTP
COL,JJJ,052,500,TTP
COL,JJJ,052,600,BWA
COL,JJJ,053,100,LHW
COL,JJJ,053,200,TTP
COL,JJJ,053,300,TTP
COL,JJJ,053,400,TTP
COL,JJJ,053,500,TTP
COL,JJJ,053,600,TTP
COL,JJJ,054,100,DEO
COL,JJJ,054,200,TTP
COL,JJJ,054,300,TTP
COL,JJJ,054,400,TTP
COL,JJJ,054,500,TTP
COL,JJJ,054,600,TTP
COL,JJJ,055,200,TTP
COL,JJJ,055,300,TTP
COL,JJJ,055,400,TTP
COL,JJJ,055,500,TTP
COL,JJJ,055,600,TTP
COL,JJJ,056,100,TB
COL,JJJ,056,200,TB
COL,JJJ,056,300,TTP
COL,JJJ,056,400,TTP
COL,JJJ,056,500,TTP
COL,JJJ,056,600,TTP
COL,JJJ,057,100,TTP
COL,JJJ,057,200,TTP
COL,JJJ,057,300,TTP
COL,JJJ,057,400,TTP
COL,JJJ,057,500,TTP
COL,JJJ,057,600,TTP
COL,JJJ,058,100,MWA
COL,JJJ,058,200,001
COL,JJJ,058,300,001
COL,JJJ,058,400,TTP
COL,JJJ,058,500,TTP
COL,JJJ,058,600,TTP
COL,JJJ,059,100,MWA
COL,JJJ,059,200,TTP
COL,JJJ,059,300,TTP
COL,JJJ,059,400,TTP
COL,JJJ,059,500,TTP
COL,JJJ,059,600,TTP
COL,JJJ,060,100,MWA
COL,JJJ,060,200,TTP
COL,JJJ,060,300,TTP
COL,JJJ,060,400,TTP
COL,JJJ,060,500,TTP
COL,JJJ,060,600,TTP
COL,JJJ,061,100,MWA
COL,JJJ,061,200,TTP
COL,JJJ,061,300,TTP
COL,JJJ,061,400,MWA
COL,JJJ,061,500,TTP
COL,JJJ,061,600,TTP
COL,JJJ,062,100,TTP
COL,JJJ,062,200,TTP
COL,JJJ,062,300,TTP
COL,JJJ,062,400,TTP
COL,JJJ,062,500,TTP
COL,JJJ,062,600,TTP
COL,JJJ,063,100,MWA
COL,JJJ,063,200,TTP
COL,JJJ,063,300,TTP
COL,JJJ,063,400,TTP
COL,JJJ,063,500,TTP
COL,JJJ,063,600,TTP
COL,JJJ,064,100,TTP
COL,JJJ,064,200,TTP
COL,JJJ,064,300,TTP
COL,JJJ,064,400,TTP
COL,JJJ,064,500,TTP
COL,JJJ,064,600,TTP
COL,JJJ,065,200,BSO
COL,JJJ,065,300,TTP
COL,JJJ,065,400,TTP
COL,JJJ,065,500,BWA
COL,JJJ,065,600,TTP
COL,JJJ,066,100,TB
COL,JJJ,066,200,TTP
COL,JJJ,066,300,TTP
COL,JJJ,066,400,TTP
COL,JJJ,066,500,TTP
COL,JJJ,066,600,TTP
COL,JJJ,067,100,TTP
COL,JJJ,067,200,TTP
COL,JJJ,067,300,TB
COL,JJJ,067,400,TTP
COL,JJJ,067,500,TTP
COL,JJJ,067,600,TTP
COL,JJJ,068,100,DEO
COL,JJJ,068,200,TTP
COL,JJJ,068,300,TTP
COL,JJJ,068,400,TTP
COL,JJJ,068,500,TTP
COL,JJJ,068,600,TTP
COL,JJJ,069,100,MWA
COL,JJJ,069,200,TTP
COL,JJJ,069,300,TTP
COL,JJJ,069,400,TTP
COL,JJJ,069,500,TTP
COL,JJJ,069,600,TTP
COL,JJJ,070,100,MWA
COL,JJJ,070,200,TTP
COL,JJJ,070,300,TTP
COL,JJJ,070,400,TTP
COL,JJJ,070,500,TTP
COL,JJJ,070,600,TTP
COL,JJJ,071,100,TB
COL,JJJ,071,200,TTP
COL,JJJ,071,300,TTP
COL,JJJ,071,400,TTP
COL,JJJ,071,500,TTP
COL,JJJ,071,600,TB
COL,JJJ,072,100,BSO
COL,JJJ,072,200,TTP
COL,JJJ,072,300,TTP
COL,JJJ,072,400,TTP
COL,JJJ,072,500,TTP
COL,JJJ,072,600,TB
COL,JJJ,073,100,INT
COL,JJJ,073,200,TTP
COL,JJJ,073,300,TB
COL,JJJ,073,400,TTP
COL,JJJ,073,500,TTP
COL,JJJ,073,600,TTP
COL,JJJ,074,100,TB
COL,JJJ,074,200,TTP
COL,JJJ,074,300,TTP
COL,JJJ,074,400,TTP
COL,JJJ,074,500,TTP
COL,JJJ,074,600,TB
COL,JJJ,075,100,MWA
COL,JJJ,075,200,TTP
COL,JJJ,075,300,TTP
COL,JJJ,075,400,TTP
COL,JJJ,075,500,TTP
COL,JJJ,075,600,TB
COL,JJJ,076,100,MWA
COL,JJJ,076,200,TTP
COL,JJJ,076,300,TTP
COL,JJJ,076,400,TTP
COL,JJJ,076,500,TTP
COL,JJJ,076,600,TTP
COL,JJJ,077,100,TTP
COL,JJJ,077,200,TTP
COL,JJJ,077,300,TTP
COL,JJJ,077,400,TTP
COL,JJJ,077,500,TTP
COL,JJJ,077,600,TTP
COL,JJJ,078,100,TB
COL,JJJ,078,200,TTP
COL,JJJ,078,300,TB
COL,JJJ,078,400,TTP
COL,JJJ,078,500,TTP
COL,JJJ,078,600,TB
COL,JJJ,079,100,BSO
COL,JJJ,079,200,TTP
COL,JJJ,079,300,TTP
COL,JJJ,079,400,DEO
COL,JJJ,079,500,TTP
COL,JJJ,079,600,TTP
COL,JJJ,080,100,MWA
COL,JJJ,080,200,TTP
COL,JJJ,080,300,TTP
COL,JJJ,080,400,TTP
COL,JJJ,080,500,TTP
COL,JJJ,080,600,TB
COL,JJJ,081,100,TTP
COL,JJJ,081,200,TTP
COL,JJJ,081,300,TB
COL,JJJ,081,400,TB
COL,JJJ,081,500,TTP
COL,JJJ,081,600,TTP
COL,JJJ,082,100,TTP
COL,JJJ,082,200,TTP
COL,JJJ,082,300,TB
COL,JJJ,082,400,TB
COL,JJJ,082,500,TTP
COL,JJJ,082,600,TB
COL,JJJ,083,100,TTP
COL,JJJ,083,200,DEO
COL,JJJ,083,300,TTP
COL,JJJ,083,400,TTP
COL,JJJ,083,500,TTP
COL,JJJ,083,600,TB
COL,JJJ,084,100,TB
COL,JJJ,084,200,TTP
COL,JJJ,084,300,DEO
COL,JJJ,084,400,MWA
COL,JJJ,084,500,
COL,JJJ,084,600,
COL,JJJ,085,100,TB
COL,JJJ,085,200,TTP
COL,JJJ,085,300,TTP
COL,JJJ,085,400,MWA
COL,JJJ,085,500,TB
COL,JJJ,085,600,TB
COL,JJJ,086,100,BWA
COL,JJJ,086,200,TTP
COL,JJJ,086,300,TTP
COL,JJJ,086,400,BSO
COL,JJJ,086,500,TTP
COL,JJJ,086,600,
COL,KKK,001,100,DEO
COL,KKK,001,200,MWA
COL,KKK,001,300,MWA
COL,KKK,001,400,TTP
COL,KKK,001,500,TB
COL,KKK,002,100,TB
COL,KKK,002,200,TTP
COL,KKK,002,300,TTP
COL,KKK,002,400,TTP
COL,KKK,002,500,TB
COL,KKK,003,100,MWA
COL,KKK,003,200,TTP
COL,KKK,003,300,TTP
COL,KKK,003,400,TTP
COL,KKK,003,500,TTP
COL,KKK,004,100,TB
COL,KKK,004,200,TTP
COL,KKK,004,300,TTP
COL,KKK,004,400,TTP
COL,KKK,004,500,TTP
COL,KKK,005,100,TB
COL,KKK,005,200,TTP
COL,KKK,005,300,
COL,KKK,005,400,TTP
COL,KKK,005,500,INT
COL,KKK,006,100,TB
COL,KKK,006,200,TTP
COL,KKK,006,300,TTP
COL,KKK,006,400,TTP
COL,KKK,006,500,TTP
COL,KKK,007,100,TB
COL,KKK,007,200,
COL,KKK,007,300,TTP
COL,KKK,007,400,BSO
COL,KKK,007,500,BSO
COL,KKK,008,100,MWA
COL,KKK,008,200,TTP
COL,KKK,008,300,001
COL,KKK,008,400,TTP
